Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      2.13     0.00   241212     0.00     0.00  int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      2.13     0.00   241212     0.00     0.00  int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*)
  0.00      2.13     0.00   241212     0.00     0.00  int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*)
  0.00      2.13     0.00   241212     0.00     0.00  int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.00      2.13     0.00   241212     0.00     0.00  int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&)
  0.00      2.13     0.00   240400     0.00     0.00  std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_conjure_hashtable()
  0.00      2.13     0.00   129485     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_begin() const
  0.00      2.13     0.00   123400     0.00     0.00  Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>::data()
  0.00      2.13     0.00   123400     0.00     0.00  Eigen::Tensor<std::vector<int, std::allocator<int> >, 2, 0, long long>::coeffRef(std::array<long long, 2ull> const&)
  0.00      2.13     0.00   123400     0.00     0.00  Eigen::Tensor<std::vector<int, std::allocator<int> >, 2, 0, long long>::operator()(std::array<long long, 2ull> const&)
  0.00      2.13     0.00   123400     0.00     0.00  Eigen::TensorStorage<std::vector<int, std::allocator<int> >, Eigen::DSizes<long long, 2>, 0>::dimensions() const
  0.00      2.13     0.00   123400     0.00     0.00  Eigen::Tensor<std::vector<int, std::allocator<int> >, 2, 0, long long>::linearizedIndex(std::array<long long, 2ull> const&) const
  0.00      2.13     0.00   120200     0.00     0.00  void std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      2.13     0.00   120200     0.00     0.00  std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::_AllocNode(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >&)
  0.00      2.13     0.00   120200     0.00     0.00  void std::__detail::_Insert_base<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      2.13     0.00   114758     0.00     0.00  std::__new_allocator<std::__detail::_Hash_node_base*>::~__new_allocator()
  0.00      2.13     0.00   112862     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::operator+=(long long)
  0.00      2.13     0.00   112862     0.00     0.00  bool __gnu_cxx::__ops::_Iter_less_val::operator()<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double const&) const
  0.00      2.13     0.00   112862     0.00     0.00  void std::__advance<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, long long>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >&, long long, std::random_access_iterator_tag)
  0.00      2.13     0.00    84000     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&)
  0.00      2.13     0.00    81405     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_uses_single_bucket(std::__detail::_Hash_node_base**) const
  0.00      2.13     0.00    81405     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long long)
  0.00      2.13     0.00    81405     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets()
  0.00      2.13     0.00    72000     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const
  0.00      2.13     0.00    60546     0.00     0.00  Ship::~Ship()
  0.00      2.13     0.00    60000     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&)
  0.00      2.13     0.00    60000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator()
  0.00      2.13     0.00    59226     0.00     0.00  Ship::Ship(Ship const&)
  0.00      2.13     0.00    57379     0.00     0.00  std::__new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long long)
  0.00      2.13     0.00    57379     0.00     0.00  std::__new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long long, void const*)
  0.00      2.13     0.00    57379     0.00     0.00  std::__ptr_traits_ptr_to<std::__detail::_Hash_node_base**, std::__detail::_Hash_node_base*, false>::pointer_to(std::__detail::_Hash_node_base*&)
  0.00      2.13     0.00    57379     0.00     0.00  std::__detail::_Hash_node_base** std::__addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&)
  0.00      2.13     0.00    57379     0.00     0.00  std::__detail::_Hash_node_base** std::__to_address<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base**)
  0.00      2.13     0.00    57379     0.00     0.00  std::__detail::_Hash_node_base** std::addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&)
  0.00      2.13     0.00    57365     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_allocate_buckets(unsigned long long)
  0.00      2.13     0.00    57365     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long long, std::integral_constant<bool, true>)
  0.00      2.13     0.00    57365     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_buckets(unsigned long long)
  0.00      2.13     0.00    57365     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long long)
  0.00      2.13     0.00    56492     0.00     0.00  Ship* std::__addressof<Ship>(Ship&)
  0.00      2.13     0.00    54351     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::operator++()
  0.00      2.13     0.00    48733     0.00     0.00  Ship const& std::forward<Ship const&>(std::remove_reference<Ship const&>::type&)
  0.00      2.13     0.00    48000     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const
  0.00      2.13     0.00    48000     0.00     0.00  std::vector<double, std::allocator<double> >::size() const
  0.00      2.13     0.00    48000     0.00     0.00  std::__new_allocator<double>::~__new_allocator()
  0.00      2.13     0.00    48000     0.00     0.00  std::vector<double, std::allocator<double> >::begin()
  0.00      2.13     0.00    48000     0.00     0.00  double* std::__niter_base<double*>(double*)
  0.00      2.13     0.00    43367     0.00     0.00  unsigned long long const& std::min<unsigned long long>(unsigned long long const&, unsigned long long const&)
  0.00      2.13     0.00    38764     0.00     0.00  hash_combine(unsigned long long&, unsigned long long)
  0.00      2.13     0.00    36000     0.00     0.00  std::vector<double, std::allocator<double> >::begin() const
  0.00      2.13     0.00    36000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long long)
  0.00      2.13     0.00    36000     0.00     0.00  std::vector<double, std::allocator<double> >::end()
  0.00      2.13     0.00    34586     0.00     0.00  void std::_Destroy<Ship>(Ship*)
  0.00      2.13     0.00    28836     0.00     0.00  __gnu_cxx::__normal_iterator<Ship*, std::vector<Ship, std::allocator<Ship> > >::base() const
  0.00      2.13     0.00    24042     0.00     0.00  std::__detail::_Hash_node_base::_Hash_node_base()
  0.00      2.13     0.00    24042     0.00     0.00  std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float)
  0.00      2.13     0.00    24041     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true>::_Hashtable_ebo_helper()
  0.00      2.13     0.00    24041     0.00     0.00  std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_Hashtable_ebo_helper()
  0.00      2.13     0.00    24040     0.00     0.00  GameStateManager::update_grid(Ship&, int)
  0.00      2.13     0.00    24040     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::end()
  0.00      2.13     0.00    24040     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::begin()
  0.00      2.13     0.00    24040     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear()
  0.00      2.13     0.00    24040     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable()
  0.00      2.13     0.00    24040     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable()
  0.00      2.13     0.00    24040     0.00     0.00  std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::end()
  0.00      2.13     0.00    24040     0.00     0.00  std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::begin()
  0.00      2.13     0.00    24040     0.00     0.00  std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::unordered_set()
  0.00      2.13     0.00    24040     0.00     0.00  std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::~unordered_set()
  0.00      2.13     0.00    24040     0.00     0.00  std::__new_allocator<std::__detail::_Hash_node<int, false> >::~__new_allocator()
  0.00      2.13     0.00    24040     0.00     0.00  std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_Hash_code_base()
  0.00      2.13     0.00    24040     0.00     0.00  std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable_base()
